id,testGroup,storeLocType,storeAge,pop5mi,comp5mi,sumPre4_5,sumPost4_5,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52
187,Control,Suburban - Standalone,26,388000,33,303130.8,863742,15787.2,20336.2,23054,18112,20890,30018.8,20077.8,24883.8,21391.4,21222.2,24534.6,21059.2,25314.6,16449,18167,23219,23937,24346,21219,21118,20974,16070,20824,22694,18879,25602,16767,19710,22826,19255,21373,24524,22990,20358,25537,24561,22642,17914,25380,17904,18091,21140,19581,17754,22616,26513,27668,22085,23033,26407,37715,25900
188,7A,Suburban - Strip Mall,21,436000,21,491020.4,1293348,29146,29178.2,30897.6,34249.6,33617.8,47210.6,34617.6,38575.8,37280.2,29799.8,36768.4,36968.8,36921,35789,28084,35831,28817,32525,27714,28204,30273,33682,35947,23636,32931,29581,26993,24391,29866,26213,37209,29275,35380,37601,35854,33037,34528,34703,29565,26791,32243,26894,28497,34865,28152,33562,35286,29335,39218,56457,58447,45972
189,Control,Urban - Standalone,12,86000,3,459923.4,1321923,31578.2,34611.4,32028.4,36106.2,35404,36082.6,34195.4,27997.8,31818.2,28189.8,40428.6,32927,30355.8,28200,30495,30632,35752,30899,25060,32106,31382,30177,25838,28129,24849,30638,36172,30795,27803,36422,35910,30678,26910,30035,35373,32232,31561,32515,32626,32796,37779,39459,27322,36720,35627,37975,47877,38391,43395,47618,55027,38748
190,Control,Urban - Standalone,8,299000,11,209714.4,601375,11768.2,14981.8,11252.4,15186.6,15604.8,15744.2,13482.8,14905.6,15259.6,17885.6,13669.4,18359.6,16450.8,15163,17232,12139,14506,13771,14121,16256,13919,15842,14076,14981,14551,14820,11646,13526,16616,13126,13077,15866,13477,13450,16792,14963,12220,12885,15633,13075,14549,18785,13820,12808,18294,17530,16722,18755,20996,20225,20017,21145
191,Control,Suburban - Strip Mall,34,35000,19,187840.8,541588,11915.6,15186,11504.6,15210.8,13083,17405,14201,12524,11530.4,14826.6,13219.2,12411.2,13708.4,11115,12140,14812,14389,15291,11626,12550,12394,10779,14868,14002,11246,13495,12284,11400,13491,11894,11739,12693,13871,12971,14029,11497,14031,14318,14594,14183,14632,15985,11803,13664,13941,14719,15844,11307,13501,22179,22678,19633
192,Control,Suburban - Standalone,22,206000,10,405319.4,1121452,27113,30411.2,28348.2,30130.2,23386.2,31905.6,29757,31726.6,25676.4,31361,28336.4,29036.6,28493,29638,30782,22586,28868,27135,25435,25333,30018,26113,30529,28701,24304,23378,26591,23128,25797,27761,27701,28650,25110,29730,25343,29167,26273,22799,25981,33121,30419,30302,27526,24788,26465,27923,41690,32199,31100,32765,50646,35657
193,Control,Urban - Strip Mall,19,318000,9,307173.4,843710,20149.8,17941.4,16507.2,25235.2,22822.2,27251.6,24034.6,20060.8,24434.4,22608.8,22902.6,18885.8,24577,19762,23384,19601,21549,17736,22570,17751,20126,21996,18784,16978,15448,20605,21994,21692,22372,19691,17337,21983,21245,20143,20175,19272,17187,18563,19306,25719,25721,21082,17798,20010,24555,23132,28298,24793,27885,29041,31448,26978
194,Control,Urban - Standalone,13,25000,20,410527.6,1180440,26257.4,30020,28618,33591.6,34332.6,37110.6,26228.4,25340.4,26016,24229.2,28463.6,36211.8,29754,24354,26740,23038,30747,31364,32462,33762,22902,23929,31351,24295,28166,26682,28087,30722,24121,28582,24666,33556,24517,30093,31926,31080,27822,31103,31714,29882,28236,34353,33501,29632,29889,34318,39909,32457,33864,37129,48878,30611
195,Control,Urban - Strip Mall,6,132000,13,342978.4,998271,26277.8,23807.4,20674.4,28100,19607.2,33934,26277.8,22997.6,22360.6,24198,27868.4,22087,21099.2,23689,19099,26379,26651,28670,23422,19381,24767,24879,21712,25774,19964,21264,26385,20117,21770,22730,24512,25818,23216,23558,21829,27582,24807,23505,24862,27032,22227,23509,21615,29584,29838,25275,35932,25320,28001,39386,37493,36717
196,8A,Suburban - Standalone,2,413000,10,475206.6,1347308,26701.6,27132.8,28720.8,31616.6,31846,41668.2,34533.2,31344.4,31188.6,40287.8,40797,37650.8,35711.8,36007,31654,37446,26644,36367,29828,26275,25080,26827,30568,28794,26875,38956,28745,30924,29768,30363,36078,38695,34963,38368,31220,26946,30696,35437,29170,32546,37869,33250,33313,38078,42175,40794,54472,37174,36035,46483,58345,34080
197,Control,Urban - Standalone,24,159000,8,385254.2,1087488,28282,28388.4,22272.4,29310.6,21335,28370,30502.4,26648.4,30140.8,27234.2,22941.6,32928.6,32015.8,24884,25383,27941,27102,28738,21367,28949,24548,21181,27125,27669,20285,28336,27358,21308,23430,25093,22920,27193,23362,24162,26737,26966,23270,25178,33456,32363,27397,26898,24708,30218,24191,35239,44701,26077,34938,42930,37495,36392
198,Control,Urban - Standalone,41,160000,10,468665.2,1421853,25838.8,27783,35352.2,40016,29929,34439.6,28332.2,28825.4,38118,31368.2,38892.2,38214.4,41277.2,30279,38026,33505,37250,39315,27372,27757,25394,33184,40317,24980,28316,42119,26107,35500,31747,34062,30461,27027,36714,38326,41605,28089,38241,38352,39894,33374,32590,30467,28401,36334,43501,44277,54718,41244,44826,58511,48715,50956
199,Control,Suburban - Standalone,40,343000,26,307596.4,899374,19535.6,21000.6,24475.8,19987.8,26196.8,22476.2,18648.4,19208.8,20245,26133.6,19429.6,26306,22149.2,21803,18339,21962,20671,26386,21214,20015,17071,25188,22844,19756,24442,20830,21309,22356,18185,19765,23311,19232,23708,27605,26064,21518,19791,18189,22033,23042,23025,20193,23597,21258,28184,22866,31891,22092,24812,31147,30704,32976
200,7B,Urban - Strip Mall,5,118000,39,442446,1287460,28959,30606.6,27156.4,38052,25045.6,32788,34625.8,29295.8,35686.8,37778,29179.2,28295.4,29903.4,35074,32177,33517,27203,33866,32151,26999,27796,23303,28586,30894,29248,35882,34023,28025,23747,31170,33315,34798,33307,31614,35603,25680,34261,31513,37897,32318,28535,35198,33705,38213,33817,39518,47135,34125,29134,43747,47409,32957
201,7B,Suburban - Standalone,5,40000,38,320762,890523,23070.8,25463.4,22372.6,24003.2,23913,22983.8,26315.4,19093.6,19072.8,23226.8,26812.6,26133,21438,16863,24410,21385,23972,19548,20133,17755,21762,24482,24812,22885,18126,23235,19300,21508,17564,20255,23257,17582,23733,19878,25945,18112,23194,18425,26102,21002,21778,18670,25104,22106,27840,23450,35206,20227,27990,35169,28319,29439
202,Control,Urban - Standalone,7,172000,4,299651.8,875639,20800.4,17908.8,23291.2,24324.8,18947.8,27842.6,19757.2,18991.6,17662.2,18675.4,24098.6,20891.6,22643.6,23816,17192,19904,23148,26981,19775,17337,23214,19598,19289,15534,19741,18291,21994,23726,21926,17054,24620,21725,24959,18203,21025,22380,22346,20234,19969,25958,23097,20364,25205,25757,22546,26619,32012,18348,24868,31867,27210,27807
203,Control,Suburban - Strip Mall,14,165000,5,419772.4,1184779,29127.8,28289.8,22678.6,35170.8,26928,33233.6,28984.2,24258,33968.4,34716.4,35906.8,32067.8,24834.2,29608,26870,31498,30847,25927,22996,30246,28334,30168,28616,24386,24153,25591,32499,28263,32366,28455,30177,23655,26391,34904,31719,31695,26030,32157,25433,26631,27116,31379,25058,33335,35058,35340,37368,28579,40090,40816,41909,39116
204,Control,Urban - Strip Mall,8,124000,4,338989.6,985586,19317.6,26414.8,24706.8,27680,22343.6,32537.4,23067.4,24771,23367.4,26478,21835.4,23565.8,19314.4,23590,23313,22868,20052,23294,20742,22562,26041,24274,20121,21654,22880,27548,23876,21980,22529,24950,22409,22970,19593,25713,21426,25909,25109,25268,28435,22447,29066,28669,27868,21703,27178,32003,35384,22153,29865,29027,43117,28000
205,Control,Rural - Strip Mall,21,4000,1,381849.6,1086619,20280.6,30046,23003.6,25346.6,22484.2,31836,23183.6,29983.8,30580.6,29925,28490.6,27841.4,32582.6,26265,20942,30043,30467,33969,21757,26312,25880,21139,23529,22259,20890,32648,24338,24425,21019,21204,28347,29544,22382,27509,29164,29375,30365,29004,25878,28811,30785,27616,29315,24920,28459,31662,33717,24208,35636,43317,41175,28344
206,Control,Suburban - Standalone,29,382000,42,433747.2,1235418,24309.2,30034,22923.8,37176.2,25608.8,38110.4,32060,36922.4,27143.2,32047.2,31828.6,39882.8,30059.6,25641,33919,32542,28042,28089,29169,32102,25106,29887,36758,26671,27632,37188,33536,32814,29479,23701,27501,28831,27602,25217,34017,28386,33371,25871,26059,31608,31880,36277,36877,30221,37172,30835,40579,36786,35547,44123,40243,34139
207,8B,Urban - Standalone,17,268000,42,251543.4,699017,17176,16277,17837,15895.2,18033.4,18493.8,18433.8,16768,19817.2,16690.4,16507.2,22714.6,20316.8,16583,18054,15630,17293,16524,18205,19841,17246,14650,16520,16384,15859,17788,17478,16162,13936,16886,15574,14226,18678,17919,16948,16477,17620,19570,14871,15784,19335,17936,20993,20200,19280,21446,21649,15716,21798,23145,26807,18006
208,8A,Suburban - Standalone,17,272000,19,280297,752427,15918.4,20852,18318.2,19255.4,18008.4,26798.8,23045.2,18563.2,17886.4,21590.4,16527.2,24062.8,21279.6,18191,17704,16534,19500,21680,17479,16677,15989,18618,18491,15772,18495,22344,15234,15050,15232,20960,16315,18693,16746,16197,17462,19511,17945,19804,17092,22776,18781,20400,16089,22267,22608,18871,23698,16900,25963,28981,30711,20667
209,Control,Urban - Standalone,17,183000,4,192896.2,544209,13151.4,14469.6,11793.6,12137.8,13249,18143,15410.2,12707.4,13176,14501.6,12980.8,15683.6,12069.2,13423,14120,12923,11712,15033,14051,15216,13460,13379,11636,11846,10035,14770,10986,11215,10882,14895,14284,15579,11965,13793,13952,13920,12139,14186,15179,11733,13385,11601,15406,13307,13797,16995,17958,13806,12481,19528,20606,19027
210,Control,Suburban - Strip Mall,17,459000,58,271340.6,780107,18185,16184.4,16022.4,19483.6,22105.2,20436.8,19938.2,19282,16769.8,22052.6,20541.8,23152.8,18139,19047,16682,16768,19861,19802,19091,20989,14350,15755,22392,20104,17876,23153,18128,17685,21470,20081,15340,17286,21458,18244,17258,18094,17951,16131,18414,19678,18740,16154,20870,17092,24373,26027,30709,16657,25123,27242,33158,20874
211,Control,Suburban - Standalone,11,41000,18,440523.4,1226287,32137.4,28657.2,23530.6,33923.2,26827.4,35536.2,35593,30332.4,31786.6,27665.6,30070.6,38033.6,36845.6,29584,31130,30827,34184,32923,30194,25270,30861,24905,31499,23611,26543,30560,30356,29280,23207,30777,26833,26547,29632,31114,36585,25259,30560,27701,32398,35499,35430,31892,33541,31242,33674,28938,40133,37829,35836,38214,46946,34773
212,Control,Urban - Strip Mall,8,64000,2,273160.8,769873,18528.2,21585.6,14892.8,18350.2,20967.8,23891,21410.6,15752,16880,20787.6,23579,17448.4,18253.6,20834,18714,14556,18781,18730,20089,21026,14809,19406,21543,16856,19810,15929,14813,19627,14789,20787,18201,15614,15341,18906,16054,15643,16848,18035,20564,19610,18246,20847,21962,21977,24231,26046,27513,23150,20138,26303,31668,21877
213,Control,Suburban - Standalone,2,352000,9,339728,1005076,25743.6,22027.6,18906.6,26822.4,19667.8,26422.4,21993.2,27415.2,24368.2,22380.2,21953.6,28456.2,28022,25549,23955,22384,26221,24343,20258,21448,26133,20735,24682,18338,26319,26497,20780,26813,19025,24542,27696,25478,20636,21499,26717,26829,23821,26046,26474,29647,28423,22297,28139,23019,29443,31087,27457,25848,29229,40579,37481,29209
214,Control,Suburban - Standalone,38,474000,9,324241.8,893002,20675.4,23789,19959.6,27213.2,23945.4,28724.4,24051.6,22114.8,22726.8,19562,20222.2,25820,25198.4,20239,19364,21874,19610,19979,17491,20276,21134,20325,22925,19018,17754,23007,20514,17053,19544,17765,19439,24739,25301,19580,21190,25033,20278,26270,25114,23892,27481,22552,23890,20335,28818,20900,35715,21891,29870,28642,35174,29026
215,Control,Suburban - Standalone,39,22000,1,233029,653668,16389.2,15355.2,16830,19062,18181.4,17027.4,13389.2,19437.4,16132.8,14568,15931.2,19289.4,18570.8,12865,12860,16463,18372,16030,15721,16172,12398,17345,13559,17273,13416,19713,13953,18561,14138,18092,13277,15145,14886,17496,13573,13692,17810,14231,14645,16475,16963,18508,20405,17973,16771,16026,19121,19828,19927,21171,23780,25034
216,Control,Rural - Strip Mall,39,106000,18,188903.4,538839,11131.6,11911.4,11409,15700.6,11535.6,18706.6,13926.6,12545.6,13029.8,12254.2,15958.8,15399.6,15045,10349,13999,10643,10596,17080,10081,10710,11842,14800,16153,10429,13004,13361,13896,15122,14007,13381,11218,12106,13128,11115,11827,11857,11097,13154,16529,12296,16063,13815,15859,12968,14191,18074,19113,12197,18063,18376,21637,14703
217,Control,Rural - Standalone,19,223000,10,335160.4,980008,21300,23963.6,24754.8,29927,22761.4,24398.4,28108,22707.8,28444.2,20155.4,22861,23874.8,23272,18632,19059,26738,21502,26740,19350,20944,21971,24200,20125,18161,22865,30116,22808,25582,23831,23842,20294,22507,19718,29450,20809,26822,21574,23015,26740,28755,20680,22677,23510,25144,25792,32899,37964,23516,23389,40993,45824,31470
218,Control,Metropolitan - Strip Mall,28,204000,9,511504.4,1395133,34160.2,36578.2,37272.6,34208.4,34060.6,44910.2,40158,31168.8,36632.8,38472,41410.8,43413,30542.8,28516,33285,35304,30880,36763,31333,31742,35844,36065,30344,31758,27495,41550,34397,32268,36692,31742,30226,35559,36027,36755,38854,38755,27646,28410,38860,31705,40130,31224,35503,37760,36767,42516,52053,35321,33682,52072,45542,43788
219,Control,Urban - Standalone,7,72000,13,408277.6,1193831,28468.6,32645,25953.2,29894.8,24872.4,38839.2,34175,28827.8,27092,29288.8,27323.4,30647.4,26693,23557,27564,23467,31687,32494,26227,29206,30941,30922,34854,29159,30675,28082,25546,27060,32960,25971,27598,31627,25756,30600,28167,29585,30073,26709,29048,28163,30787,30797,27265,32067,25589,34854,39453,26917,38502,46587,44370,38945
220,Control,Metropolitan - Strip Mall,17,7000,6,410461.4,1227665,24833.4,35294.6,23120.2,28349.8,32229.8,39995.2,28223.2,26627,29737.8,26705.2,36271.8,27545.2,25685.2,25843,24118,24431,26975,26576,28330,31254,30530,28866,35755,22705,33021,31451,27311,24263,33317,31907,33277,25972,26760,27515,27076,26639,33473,26811,32212,26835,31354,34654,36017,29367,38536,42568,36587,32730,34083,44804,55204,38538
221,8A,Urban - Strip Mall,26,6000,56,476396.8,1380807,35738,27486.6,35867.6,36815.6,26455.2,41774.2,36484.2,40769.2,28921.8,32994.8,36171.4,30599.6,28998.6,37320,27529,34047,34085,41225,32697,35192,24897,34459,30875,31221,30059,32429,28904,34463,37086,34502,26734,34532,37660,31121,36952,33058,27248,39361,32861,33118,29018,37502,37265,37763,40051,37051,48168,35402,43727,48424,58030,34771
222,Control,Suburban - Strip Mall,21,217000,17,383972.6,1110970,21395.2,29023.2,26346.2,31630.6,27161,27380.8,26318.4,29836,22633.4,22382.6,33275.4,33915.4,26289.4,26385,22951,31098,27941,25150,22751,29204,30624,23989,27969,21268,21745,26556,20924,28582,29415,23808,31719,22940,29460,28682,29517,28866,28778,30646,26931,23366,23606,23256,24388,32909,29153,30519,34275,29550,35482,38529,51205,36833
223,7A,Metropolitan - Strip Mall,20,11000,13,389365.6,1047296,29705.2,25064.6,24580.8,25301.4,29343.8,36028.8,23036,32047.4,24962.2,26649.2,29772,29554,30894.2,22426,22363,20888,20944,23176,27436,26913,25987,21891,22511,20182,21381,29761,25538,22913,28991,26003,26521,24113,24873,27513,25670,31156,21934,28001,23005,32221,26962,33263,28479,30922,23995,28025,33972,26276,28466,34850,47932,29843
224,Control,Suburban - Standalone,32,467000,30,287022.4,874971,17770.2,20602.4,21999.2,17979.2,20520.8,24659.8,17642.6,17586.8,24860.2,17318.8,21835,20648.4,20135,23464,16759,17893,18071,20270,20320,21299,20281,20976,23942,18445,15749,21670,23091,17987,19577,17904,23456,20780,24789,19382,25178,20837,22949,21768,20518,22904,19341,25315,23995,21000,27418,21725,29834,23466,28908,26049,39686,27975
225,Control,Suburban - Standalone,12,130000,15,363886.6,1038330,24977,21894,20402.6,23104.8,20123.8,36272.6,27733.8,23394.2,31122.2,29897.8,27626.6,29273.6,27224.6,20839,21153,24612,23230,26239,20963,21941,27944,20765,23504,25805,24793,22522,25547,25630,28985,24045,26598,22141,25540,27304,28401,22431,29999,23370,25156,25726,31401,26953,31109,25956,25570,33810,28476,29010,35695,37704,37500,29963
226,Control,Urban - Standalone,7,342000,8,334112.6,989938,24457.6,23209.4,19079.2,27645.6,26186.6,28568.4,26196.2,23957.6,21823,20019.2,21036.2,29909.8,22790.8,19233,18722,19113,19523,21149,18148,18949,26166,23442,20799,19512,21073,28284,25537,24099,27143,27706,25018,24592,19790,28179,29770,28924,22095,28500,30146,23738,29117,23686,23051,23151,23911,31557,39634,30408,30229,30395,40239,25210
227,Control,Suburban - Strip Mall,17,182000,10,398604.4,1171881,30990.4,23821.2,25666.8,24434.2,28856.4,41772.4,29024.6,29410.6,29199.4,28768.6,25033.4,35302,24406.4,21918,26286,32393,24984,24334,30663,32556,31852,29438,26329,24626,26213,26590,24331,30556,26274,30880,23557,23340,23695,34552,26704,25673,30681,29098,32609,31798,31325,32983,24746,28110,34970,39115,32786,28773,29121,43376,52873,41773
228,Control,Suburban - Strip Mall,38,31000,54,378671,1042246,22798.4,24069.2,21824.6,28106,25569.6,36280.2,23852.6,22645,28245.4,30378.6,29971,28598.2,29457.2,26875,19236,24295,24297,26660,23206,24930,24964,22052,25810,23884,27144,25132,24367,27652,23221,21430,26875,23752,21897,27804,24862,24273,20390,29979,29055,23723,23491,29178,21601,25670,25406,34231,40982,30009,28832,39118,46283,29680
229,8B,Urban - Standalone,10,38000,31,327746.6,940844,20616.8,23652.6,23182.6,20041,20591.6,28104,22611.2,26120.2,24850,19729,21532.6,25317.8,25780.2,25617,17332,22234,25192,25531,23109,23117,19963,23147,19584,19527,23733,24767,24148,21762,23250,18902,25112,21463,26130,24937,20711,23948,19490,20194,22876,27780,22782,24432,18912,25966,28823,29156,35422,24638,20903,27485,34414,34355
230,Control,Urban - Strip Mall,13,6000,1,377684.4,1086277,21974.4,22359.2,28218.6,23094.8,22478.2,31127.2,32169.4,25439.6,25433,29393.6,31150.8,34530,28086.6,22229,23695,21049,24194,28351,28511,22249,29670,20283,27104,26348,24489,23137,28519,20745,21186,26618,23697,26978,27386,30321,30454,23058,28639,31525,22588,28806,32189,28584,26688,31701,32179,29459,33994,26340,32540,40234,45095,35445
231,Control,Rural - Strip Mall,34,279000,30,414137.2,1208872,26533.4,28313,29081.6,31203,26081.2,36351.8,33292.4,27524,27698.8,35813.6,27306.4,29790.2,24856.8,30291,28301,28353,23759,28437,27944,31702,30245,28498,27925,25011,32250,25631,33313,30576,28836,29052,28449,26429,26729,25978,35605,24270,35243,29463,31372,26458,28676,36696,25766,36770,38217,32615,45783,29011,41835,41886,40198,31299
232,Control,Suburban - Strip Mall,27,24000,1,196248.8,568514,12056.6,15040,14946.8,11806.8,14223.8,14709.6,13233,13316.8,12621.8,15294.2,15693,15755.2,15013.2,12538,15356,11697,15487,17064,14978,15762,13378,10734,14032,10695,13455,11684,13700,11655,11212,14717,13012,14013,13239,16606,15253,11466,15215,13329,13176,13229,12227,13321,16841,15113,17039,18269,16862,15400,14302,23227,22716,16515
233,Control,Urban - Standalone,25,340000,38,458347.2,1283925,24474.8,28092,28681.2,39521.4,29759.2,46163.6,27141.6,37914.2,33625.2,35566.6,32088.6,31663.2,36060.6,27595,25668,33873,25597,39016,26086,26496,29655,30826,37844,24006,28771,38886,27851,35631,27259,24353,29667,34554,25427,34696,34946,29878,33269,28040,36719,33080,29714,37577,35689,31735,36853,32399,35713,33058,35939,56146,52724,36689
234,Control,Suburban - Standalone,15,198000,7,248118.8,735039,14057.2,14497,18587.2,18304,20046.6,18235.4,16135.6,18901.4,19950.2,19945.8,18231,17872.8,15929.6,17425,18573,16606,14178,19717,17244,20983,15418,17008,15530,16317,16768,20107,18450,15783,17589,17287,17665,21306,17197,18884,19599,20490,16189,18684,15186,15626,20077,18595,21032,19199,17929,17901,24961,17230,24751,25596,27737,24222
235,Control,Urban - Standalone,9,10000,16,163821.4,448011,9924.4,10318,11950,10147.6,10705.2,16003.6,9246.8,12924.8,9330.4,13240,13789.2,14732.8,11054.6,10454,9161,11897,12974,9800,11133,11873,12617,10181,11480,8554,9714,11661,12438,11716,8754,9896,11767,10673,9568,10664,9614,12216,9359,9647,13566,12825,10202,11450,9900,12689,11654,12285,13890,10375,12904,16264,20411,11785
